airline_sentiment_Index,features,rawPrediction,probability,prediction
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[80,84,527,560,952],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8468609939605605,-0.14643848571181578,-0.7004225082487445]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6316409025086842,0.2339299147216136,0.13442918276970214]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[7,86,128,188,236,394,403,457,520,560,602,802],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6196163063106237,-0.05183695388697618,-0.5677793524236477]}","{""vectorType"":""dense"",""length"":3,""values"":[0.550666837905614,0.2813717408395551,0.16796142125483093]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[16,38,105,144,156,297,389,681,692,903],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9574052760878354,-0.4406266516132284,-0.5167786244746073]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6774846182345581,0.16739477101236477,0.15512061075307712]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,34,159,305,311,330,339,389,477,519,524,661,778,835,850],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.239472867953717,-0.32761914284231136,-0.9118537251114064]}","{""vectorType"":""dense"",""length"":3,""values"":[0.754727923740923,0.15747477828977205,0.08779729796930494]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[179,687,736],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.1731001757695859,-0.4116901651160289,0.584790340885614]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2550039349663054,0.20087623797146284,0.5441198270622317]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[400,406,422,666,736,823,959],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1674217752701892,-0.1902515128587114,-0.9771702624114778]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7276037451554935,0.18718235568359118,0.08521389916091528]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[152,195,297,407,433,484,611,763,793,804,876,951,964],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5950104416731449,1.0164239347834028,-1.6114343764565482]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3796210741000836,0.5785859299843656,0.04179299591555069]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[125,216,297,514,667],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.1988218664870137,0.4851495143099797,-0.6839713807969934]}","{""vectorType"":""dense"",""length"":3,""values"":[0.36427820948195905,0.4850468747740071,0.15067491574403388]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,402,463,475,527,634,660,736,747,783,813],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2074635876777842,0.04141403287425205,-1.2488776205520367]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7156436142780945,0.22299129678288784,0.06136508893901752]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[202,233,330,413,661,691,874,882,958],""values"":[1,1,1,1,2,1,1,2,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2181867409263372,-1.3598922825043134,0.141705541577976]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7058596142103469,0.05358865298167148,0.24055173280798153]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,43,286,330,372,661,695,708,808,861,876,999],""values"":[1,1,1,1,3,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8640072968042447,-0.5860768094546667,-1.2779304873495774]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8853589937712866,0.07639437739650422,0.03824662883220925]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[51,52,209,268,297,311,372,422,457,536,557,597,653,751],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.3679913628029199,0.7276597324961673,-0.3596683696932478]}","{""vectorType"":""dense"",""length"":3,""values"":[0.20002051068610313,0.5982872621032839,0.2016922272106131]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[115,297,346,660,682,712,726,779,783,805,944],""values"":[1,1,1,2,1,2,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.08020464618582154,0.01068077651705751,0.06952386966876367]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3070628396938247,0.33627787896543654,0.35665928134073865]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[0,86,560,571,603,679,781,801,998],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1235045777391666,-0.2643416836273827,-0.8591628941117835]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7208174748883822,0.17992492640720942,0.09925759870440845]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,156,172,276,300,330,372,389,413,417,439,477,661,936,975],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7071131211269848,-1.0134167880474274,-0.693696333079558]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8646895660149343,0.05693103654309789,0.07837939744196773]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[91,304,347,463,520,525,560,566,727,993],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0349470519685344,-0.2604847319060338,-0.7744623200625007]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6956374388639569,0.19045135727269907,0.11391120386334411]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,347,401,405,447,537,546,625,682,714,736,892,907,988],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.243992479004775,-0.6147347111873742,-0.629257767817401]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7636534945145884,0.1190313560810899,0.11731514940432163]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[146,157,278,297,407,413,417,460,477,560,635,699,782,813,831,873],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.690186494534233,-1.210689564954843,-1.4794969295793898]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9655479562419912,0.01952742154833949,0.014924622209669242]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,160,166,184,507,560,616,656,661,764,770,909,911],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.999394030840555,-0.4247348779125066,-1.574659152928048]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8955781099157861,0.07930812114999679,0.025113768934216983]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[101,142,149,270,387,489,577,681,685,712,736,779,909],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5076049061839303,0.02358247638374883,-1.531187382567679]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7845496651074568,0.1778761369691407,0.03757419792340247]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,75,252,413,426,536,561,681,750,768,806,958],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.48514877121753774,-1.27164726325593,1.7567960344734672]}","{""vectorType"":""dense"",""length"":3,""values"":[0.09202125994838835,0.04190986097524053,0.8660688790763712]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[48,142,176,372,415,490,524,560,635,815,929,931,990],""values"":[1,1,1,1,2,1,1,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8783270025459562,-1.108710538671,-0.7696164638749566]}","{""vectorType"":""dense"",""length"":3,""values"":[0.891875052076044,0.044983173850049574,0.06314177407390631]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,195,330,387,389,417,527,537,913],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2890874632375777,0.44880194530870476,-1.7378894085462826]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6756532132044152,0.2916033324625263,0.032743454333058385]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,113,196,290,738,909],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.30117561789504516,0.4480536162777349,-0.14687799838269056]}","{""vectorType"":""dense"",""length"":3,""values"":[0.23352443961240896,0.49399034488952887,0.2724852154980621]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,562,736],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5873343821714319,0.08270782807935673,-0.6700422102507887]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5296245105121172,0.3197507322856696,0.15062475720221322]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,330,815,914,948],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.04328560762038263,0.35541803892801577,-0.3121324313076332]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3072996891479219,0.4578433541593376,0.23485695669274056]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[12,138,252,332,401,409,413,543,560,617,793,874],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.4279783959101056,-1.7604391874845178,-0.6675392084255882]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9430209258289524,0.014305883549708558,0.04267319062133915]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[7,25,37,71,75,79,122,123,161,273,276,279,560,603,758,762,783,860],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.198884798904365,-1.4253770302042532,-0.7735077687001118]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9277733231118155,0.024742579105943397,0.04748409778224107]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[79,297,370,658,743,966,998],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.10701301208789968,-0.5682779289857012,0.6752909410736008]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2619865598125549,0.16517876094644648,0.5728346792409985]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[8,73,103,227,252,330,372,853,855,888,946],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8949239337998252,-0.8638656979288899,-1.0310582358709346]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8952708321543246,0.056731899079359834,0.04799726876631575]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,541,682,958],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.7626522375707695,-0.3318509454663467,1.0945031830371161]}","{""vectorType"":""dense"",""length"":3,""values"":[0.11180705141518703,0.1720140092335069,0.716178939351306]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,81,203,208,285,372,508,736,755,762,823],""values"":[1,1,1,1,1,4,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8658862239916079,-0.18160505033611346,-1.6842811736554946]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8637233671562357,0.11147064317313568,0.024805989670628525]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,90,151,389,403,487,619,661,736,817,825,918],""values"":[2,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.4048034593463417,-1.1163187255335074,-1.2884847338128342]}","{""vectorType"":""dense"",""length"":3,""values"":[0.948356073307873,0.0280393211441747,0.023604605547952358]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[295,381,409,426,433,521,560,594,634,661,708,803,895],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.4421548252954954,-0.511389589357548,-1.930765235937948]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9391709558567685,0.048982011065812917,0.011847033077418625]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,194,475],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.0820714794989206,0.4775478435843964,-0.39547636408547615]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2872770657949498,0.5027366423864035,0.20998629181864664]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[40,80,297,560,576,584,608,961,970],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.27493285647005755,0.2538752049603894,-0.5288080614304463]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4120629425044948,0.4034765861918567,0.18446047130364848]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[39,77,81,216,367,448,648,652,736,823,960,973],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.4888391465466353,-0.5667836651514506,-0.9220554813951849]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8211879215922719,0.10512279731836259,0.07368928108936533]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,372,453,687,947],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-1.0571170394101792,0.28985752175674767,0.7672595176534314]}","{""vectorType"":""dense"",""length"":3,""values"":[0.09054114898509837,0.34820068460333253,0.5612581664115692]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[5,157,267,534,560,585,681,683,686,761,899],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.49305493046716947,0.5952448857134947,-1.088299816180664]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4322847381557334,0.47879591527227316,0.08891934657199344]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[157,208,286,330,332,403,454,635,750,939,962],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.148231074668939,-1.4323433410561492,0.28411226638721065]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6679343017596527,0.05058299245562999,0.2814827057847172]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,47,133,325,330,372,513,563,748,811,906,956],""values"":[1,2,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.947875064014542,-0.5568858406918085,-0.39098922332273434]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6737574688486079,0.1496215794719774,0.17662095167941466]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,208,215,330,355,376,487,564,811,925],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9449881060547554,-1.3619104525567622,-0.5830776534979928]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8957019149906449,0.03280920495366161,0.07148888005569348]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,367,796],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.04955379205430558,0.3850255275507818,-0.3354717354964763]}","{""vectorType"":""dense"",""length"":3,""values"":[0.30343142793310485,0.468593177648726,0.22797539441816916]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[149,267,276,330,387,446,466,807,955],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5334947594458599,0.8826135069450067,-1.4161082663908662]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3906024023445791,0.553802938238939,0.05559465941648166]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[208,245,372,515,538,597,683,736,764,866,901],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.056346960443476,1.0545069283012984,-2.1108538887447748]}","{""vectorType"":""dense"",""length"":3,""values"":[0.49012808596628965,0.48922706374347036,0.020644850290240175]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,184,221,328,409,534,560,647,662,666,962],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2642546393735525,-0.4600107010937647,-0.8042439382797877]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7664718370176339,0.13666499166662233,0.09686317131574393]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,332,409,413,560],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2875080506485488,-0.3336204853727303,-0.9538875652758187]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7668796800840277,0.15159331595418912,0.08152700396178313]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[146,233,238,400,456,626,660,678,736,777,804,874,891,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.686722062260978,-0.8386209432114087,-1.8481011190495706]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9613808403004559,0.02830469298703781,0.010314466712506288]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,61,65,276,539,540,660,708,712,713,736,811,958,959],""values"":[1,1,1,1,1,1,2,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2429099773437715,-1.891630048751311,0.6487200714075385]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6267512481080348,0.027276068399562044,0.3459726834924031]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[394,422,560,594,719,914],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5020358780148212,0.4637049852028775,-0.9657408632176989]}","{""vectorType"":""dense"",""length"":3,""values"":[0.45603135467049905,0.4388820396519626,0.10508660567753823]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,19,70,184,750,804,814,827,895],""values"":[1,1,2,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.3430700838429328,0.45716796909489743,-0.11409788525196446]}","{""vectorType"":""dense"",""length"":3,""values"":[0.22304611134960015,0.4965164328776724,0.2804374557727275]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[72,274,345,373,560,592,681,757,782,864,886],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9879677319301755,0.055851513821747634,-1.0438192457519238]}","{""vectorType"":""dense"",""length"":3,""values"":[0.655814825044271,0.2582071712635046,0.08597800369222439]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[196,458,658,684,839],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.3545626062474216,0.4012364693899334,-0.046673863142511485]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2227239978433066,0.47424895375532233,0.30302704840137096]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,189,222,233,330,372,430,434,487,538,763,777,792,814,920],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-1.025849897544049,1.7356156279094397,-0.7097657303653909]}","{""vectorType"":""dense"",""length"":3,""values"":[0.05496087672451482,0.869646776590331,0.07539234668515411]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[66,94,220,297,417,694,824],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.07834376801369478,0.17691471210488524,-0.09857094409119044]}","{""vectorType"":""dense"",""length"":3,""values"":[0.30573828786307683,0.394645521357459,0.2996161907794642]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,30,79,205,233,312,325,327,354,560,712,778,797,927,929,988],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.546673601377195,-0.6831852127911267,-1.8634883885860685]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9508267639024136,0.03761763926382524,0.011555596833761232]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,310,323,333,449,560,687,870,876,989],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7830329588699764,-0.7570457094823182,-0.025987249387658895]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6025336351978545,0.12916166302562462,0.2683047017765208]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[292,297,418,493,733],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3336787412926209,0.14311300146678652,-0.4767917427594076]}","{""vectorType"":""dense"",""length"":3,""values"":[0.44030746435939283,0.36391034257377625,0.1957821930668308]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[22,29,79,87,112,133,229,276,330,332,340,429,540,611],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.2831649995423065,-1.3593270143790996,-0.9238379851632075]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9375016860756713,0.02455036059701869,0.037947953327309936]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[73,146,152,252,389,560,722,763,827,976],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.6151766508466996,-0.8671964889675472,-0.7479801618791522]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8491362161089124,0.07094085322067745,0.0799229306704102]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[40,44,150,206,262,263,330,331,354,434,595,862],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.20601115235377745,0.45945269236298575,-0.6654638447167633]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3694418252967561,0.47600807878057827,0.15455009592266564]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[22,37,61,86,179,207,433,469,636,661,712,736,809,969,999],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[3.0605733400789275,-1.3144728026150003,-1.7461005374639276]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9796597488257407,0.012331527244390258,0.008008723929869161]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[22,29,560,661,755],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1844279630386414,-0.18780413171258642,-0.9966238313260551]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7318163230863837,0.1855450042209394,0.08263867269267695]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,340,486,531,778,874],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2611715400012254,-0.4469889436766152,0.1858174036753899]}","{""vectorType"":""dense"",""length"":3,""values"":[0.41322921699010695,0.20353581004600238,0.3832349729638906]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[22,29,119,240,325,365,394,505,560,661,809],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2316667173334443,-0.32566326371989324,-0.9060034536135516]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7526565956574999,0.15858315523692162,0.0887602491055785]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[4,66,118,233,268,355,557,560],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8034513025798603,-1.1089555752955014,0.30550427271564096]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5696377826257568,0.0841494018002033,0.34621281557403993]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[23,73,196,262,279,325,330,335,602,661,683,815,820,839],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9876477458938904,-0.31776791442659297,-1.6698798314672967]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8884833009348422,0.0885971945090801,0.022919504556077636]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,355,409,584,599,712,939],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.030307819883567,-0.5300148505793583,-0.5002929693042084]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7010293044507877,0.14726401841778655,0.15170667713142572]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[133,142,222,223,712,752,850,859],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7693988720191189,1.2452212095983128,-2.0146200816174313]}","{""vectorType"":""dense"",""length"":3,""values"":[0.37437384808440244,0.6024937124490078,0.023132439466589626]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[372,401,557,560,603,678,695,750,779,782,805,815,883],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7196294269407483,-1.2885143453942745,0.5688849184535266]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5014278082514835,0.06731047514567337,0.4312617166028432]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,560,826,838,865,968],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3710701227108079,0.03779757083063634,-0.4088676935414445]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4597681318501218,0.32945828641947467,0.21077358173040348]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,23,44,74,263,424,513,657,661,680,697,928,944,968],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6989159557098364,0.14533212671849896,-0.844248082428335]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5590997244169674,0.32141850444119824,0.11948177114183421]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[63,423,429,560,633,892],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.398788341507063,-0.6671118981309516,-0.7316764433761107]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8028992705519251,0.10173068975511933,0.09537003969295559]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[233,548,560],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5045618157919344,0.10664148624493741,-0.611203302036872]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5001550424508494,0.33596191512967544,0.16388304241947518]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[73,86,468,560,652,946],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.33436236654532625,-0.24899548312758085,-0.08536688341774518]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4514170921745683,0.2519004270826138,0.29668248074281794]}",0
